% Model,一维阵列侧向.mph
% Version,COMSOL 6.2.0.290
% Date,"May 24 2025, 21:24"
% Table,探针表 1 - 
% 时间 (ms),"总声压 (Pa), 阵列3","总声压 (Pa), 阵列1","总声压 (Pa), 阵列2","总声压 (Pa), 阵列4","总声压 (Pa), 阵列5","总声压 (Pa), 阵列6","总声压 (Pa), 阵列7","总声压 (Pa), 阵列8","总声压 (Pa), 阵列9"
0,1.2922120512882022E-112,4.0993189558206022E-112,1.2138807528982387E-112,4.5099394950907157E-113,2.4074644175449287E-113,2.0326614776176222E-113,1.1068020462362788E-113,1.201537984201986E-113,1.6990496026216062E-113
0.016666666666666666,2.6268973589824292E-102,1.3164326342620666E-101,2.7259622021641442E-102,7.951756287564958E-103,3.5420003571183393E-103,3.136026525822435E-103,2.012803616456246E-103,2.07145492361768E-102,9.574753328087446E-101
0.03333333333333333,-1.3132432683103978E-100,-6.297756894286044E-100,-1.3474790761932725E-100,-4.020172055285136E-101,-1.8287598354414275E-101,-1.6129352523639846E-101,-9.83424148673596E-102,-6.512095197534664E-101,-2.5619309038963818E-99
0.05,2.9335748070622315E-99,1.3554067323736391E-98,2.9843288087173233E-99,9.068656943558455E-100,4.192258460835474E-100,3.685602642038595E-100,2.1696868629198906E-100,9.08969763110006E-100,2.8216273673574296E-98
0.06666666666666667,-3.942417771592634E-98,-1.7455582408181433E-97,-3.972052681617284E-98,-1.2328067826266394E-98,-5.802375864678221E-99,-5.082214743629001E-99,-2.913663447280662E-99,-7.425426522652828E-99,-1.5085033168996557E-97
0.08333333333333334,3.485605440466199E-97,1.4669911097923071E-96,3.472629545987878E-97,1.1053761690635162E-97,5.311023996739673E-98,4.631041962036943E-98,2.6031779227347236E-98,3.963252264263205E-98,2.5711785727278563E-97
0.10000000000000002,-2.059181267075545E-96,-8.109518067055256E-96,-2.0225726911677577E-96,-6.65417797720647E-97,-3.2800328601281456E-97,-2.8431932697328337E-97,-1.57446415341901E-97,-1.4988782526562791E-97,1.258258142678606E-96
0.1166666666666667,7.566486984685682E-96,2.6705314031176278E-95,7.269145713648835E-96,2.5218944928096544E-96,1.291382408332608E-96,1.1088248821897416E-96,6.061148713579522E-97,4.3311984613977415E-97,-6.168539904234852E-96
0.13333333333333336,-1.1021769279328443E-95,-2.423715925303565E-95,-9.806980608943072E-96,-4.081342214892238E-96,-2.3268899341613187E-96,-1.9422795908105426E-96,-1.0378547506789058E-96,-8.241832763185393E-97,-4.092184837765414E-96
0.15000000000000005,-4.172970499712833E-95,-2.0452626472446228E-94,-4.3175827772458795E-95,-1.2132945269279196E-95,-5.2295381023840664E-96,-4.746822357742286E-96,-2.678894606235994E-96,-1.0876148187535545E-96,7.317549063417055E-95
0.1666666666666667,2.504821095263245E-94,8.801107947141471E-94,2.4057711857265643E-94,8.268957960111075E-95,4.214077153299494E-95,3.636921393588492E-95,1.991427547294681E-95,1.607472343623338E-95,-3.706856422505349E-95
0.18333333333333338,-2.8665885347909815E-94,-3.5936433816972104E-94,-2.404529770183857E-94,-1.1406587038948859E-94,-6.920370423377277E-95,-5.690338722279766E-95,-3.0424585131576085E-95,-4.29838450217612E-95,-6.490508078183043E-94
0.20000000000000007,-1.5465269291602694E-93,-6.791063933242302E-93,-1.5592835032827208E-93,-4.63723771062421E-94,-2.112765122465669E-94,-1.8961300223768634E-94,-1.057154201169853E-94,-6.178840679651825E-95,7.239956280580698E-94
0.21666666666666673,5.221191741383353E-93,1.4615851380445218E-92,4.815429161801088E-93,1.8197503915679612E-93,9.872542544358414E-94,8.39548635704227E-94,4.576480856352994E-94,5.430701958069848E-94,4.817143549482536E-93
0.23333333333333342,3.916399332809124E-93,3.0704480404709394E-92,4.684619881786256E-93,7.173922553715843E-94,5.282768240927401E-95,1.336369645811219E-94,9.373066207756853E-95,-2.914575172953331E-94,-6.7107991835155325E-93
0.25000000000000006,-4.297862636067055E-92,-1.3953294453780247E-91,-4.069035952199317E-92,-1.4237581006129383E-92,-7.37290307703372E-93,-6.381550335480874E-93,-3.512047661154738E-93,-4.058882107668771E-93,-3.2184745859540816E-92
0.2666666666666667,1.608549407155131E-92,-8.332416541149248E-92,7.832805199562197E-93,9.897552149700097E-93,7.60367516428965E-93,5.8787016594116305E-93,3.073941593884619E-93,5.858257216635816E-93,4.402491062632398E-92
0.2833333333333334,2.7231128781046134E-91,9.667505444660605E-91,2.6238902168678756E-91,8.645190984935751E-92,4.3006835730539965E-92,3.787964928962497E-92,2.104200904530204E-92,2.4654118437969537E-92,2.0048478413603167E-91
0.3000000000000001,-2.677175249212835E-91,2.2187858673172883E-92,-2.0466955847009643E-91,-1.187348403935178E-91,-7.797248261345276E-92,-6.291135088921009E-92,-3.358962009281863E-92,-5.082133256875104E-92,-2.1631703275303492E-91
0.31666666666666676,-1.548502126594467E-90,-5.820186969566348E-90,-1.5101541936096191E-90,-4.7380075295531473E-91,-2.2752376602298126E-91,-2.039230065000131E-91,-1.1436672506977808E-91,-1.3927251176649623E-91,-1.1633386152614113E-90
0.3333333333333334,2.0351026331103775E-90,1.1040973368446266E-90,1.6245692842811306E-90,8.57495440763866E-91,5.465245111950602E-91,4.4557222611726043E-91,2.3903432841322693E-91,3.311450760993593E-91,7.186588987760842E-91
0.3500000000000001,8.515466772711333E-90,3.256864948381861E-89,8.337410286833632E-90,2.5453520437115574E-90,1.1984193710562252E-90,1.088116184344625E-90,6.150095899805165E-91,7.840563271040814E-91,6.148357788299701E-90
0.36666666666666675,-1.1606835461573847E-89,-4.937690626102737E-90,-9.1840625866999E-90,-4.9377008994550655E-90,-3.1749279993065996E-90,-2.585816840027971E-90,-1.3853384900996957E-90,-1.8017926242395823E-90,-4.438793945680767E-91
0.38333333333333347,-4.6548592233981726E-89,-1.7273672780727324E-88,-4.5289352585607116E-89,-1.3885881406529767E-89,-6.581396108935509E-90,-5.995448907046104E-90,-3.3995716691948323E-90,-4.461589971795387E-90,-2.8673407014253893E-89
0.40000000000000013,5.287321500521119E-89,-1.5005396407739417E-89,3.9724587144159325E-89,2.3941994267827512E-89,1.601568513687273E-89,1.290036164687579E-89,6.860176300945436E-90,8.340244711480381E-90,-1.5062140926133545E-89
0.4166666666666668,2.5063511596727055E-88,8.601842108539237E-88,2.3998501738685604E-88,7.627660517512426E-89,3.733957847722789E-89,3.377764678042321E-89,1.9109573163285E-89,2.5049364244604565E-89,1.1331041198041613E-88
0.43333333333333346,-1.7715680651312805E-88,4.1881756990827494E-88,-1.1244229087949726E-88,-9.526645750269515E-89,-6.942737549778391E-89,-5.4463684683489176E-89,-2.8455561140824132E-89,-3.152344667598274E-89,1.3847893499961744E-88
0.4500000000000001,-1.2899458629370466E-87,-3.9068775646215477E-87,-1.2060261472806659E-87,-4.076198339388931E-88,-2.0952531641874048E-88,-1.8689219564709797E-88,-1.0503271698306861E-88,-1.338476257607982E-88,-3.545076967413535E-88
0.46666666666666684,2.1094278093058628E-88,-4.080099801547266E-87,-6.646776813459908E-89,2.648445028551891E-88,2.3950974768108253E-88,1.7592584670597129E-88,8.770851272917005E-89,8.045331752447876E-89,-7.907101430878618E-88
0.4833333333333335,6.108247721840467E-87,1.5383250160727186E-86,5.535114902010538E-87,2.034651486315532E-87,1.108568794223928E-87,9.70869331076151E-88,5.402586020908938E-88,6.579311119073974E-88,7.284831083063005E-88
